0,player_A1,player_A2,player_A3,player_A4,player_A5,player_A6,score_A,player_B1,player_B2,player_B3,player_B4,player_B5,player_B6,score_B
479,P00123,P00075,P00090,P00040,P00112,P00005,P00010,P00091,P00064,P00087,P00015,P00026,2.0,0.0
480,P00129,P00092,P00068,P00101,P00008,P00118,P00067,P00038,P00136,P00002,P00055,P00030,6.0,0.0
481,P00131,P00124,P00070,P00067,P00073,P00150,P00017,P00119,P00023,P00046,P00086,P00079,7.0,0.0
482,P00031,P00023,P00123,P00082,P00025,P00068,P00132,P00004,P00008,P00055,P00092,P00098,0.0,0.0
483,P00022,P00012,P00126,P00103,P00050,P00046,P00149,P00079,P00081,P00063,P00143,P00144,0.0,4.0
484,P00130,P00112,P00065,P00020,P00134,P00033,P00049,P00099,P00032,P00142,P00025,P00108,4.0,0.0
485,P00015,P00138,P00137,P00147,P00101,P00035,P00021,P00128,P00120,P00139,P00070,P00013,2.0,0.0
486,P00124,P00114,P00113,P00144,P00106,P00133,P00072,P00074,P00027,P00104,P00083,P00004,0.0,2.0
487,P00033,P00103,P00023,P00018,P00046,P00098,P00061,P00014,P00042,P00052,P00050,P00004,1.0,0.0
488,P00083,P00075,P00095,P00032,P00115,P00132,P00033,P00149,P00024,P00071,P00013,P00056,0.0,3.0
489,P00047,P00111,P00120,P00054,P00098,P00006,P00137,P00108,P00127,P00119,P00005,P00024,0.0,0.0
490,P00128,P00123,P00096,P00001,P00122,P00065,P00081,P00050,P00031,P00105,P00012,P00088,0.0,0.0
491,P00143,P00101,P00108,P00087,P00073,P00055,P00111,P00002,P00034,P00097,P00115,P00037,3.0,0.0
492,P00053,P00144,P00062,P00149,P00108,P00112,P00029,P00012,P00140,P00021,P00051,P00033,0.0,1.0
493,P00019,P00148,P00016,P00082,P00028,P00045,P00094,P00085,P00009,P00058,P00037,P00141,0.0,0.0
494,P00067,P00086,P00083,P00017,P00138,P00146,P00110,P00001,P00022,P00069,P00085,P00121,1.0,0.0
495,P00069,P00119,P00085,P00026,P00106,P00089,P00082,P00066,P00048,P00023,P00123,P00039,0.0,2.0
496,P00046,P00003,P00024,P00093,P00040,P00127,P00022,P00088,P00121,P00070,P00052,P00013,0.0,2.0
497,P00085,P00142,P00014,P00116,P00031,P00042,P00061,P00135,P00018,P00074,P00027,P00097,3.0,0.0
498,P00010,P00061,P00077,P00112,P00097,P00049,P00094,P00016,P00118,P00143,P00150,P00120,0.0,2.0
499,P00034,P00136,P00138,P00085,P00037,P00033,P00129,P00012,P00045,P00142,P00008,P00044,0.0,5.0
500,P00085,P00032,P00075,P00102,P00082,P00093,P00084,P00066,P00051,P00107,P00074,P00034,0.0,2.0
501,P00114,P00059,P00118,P00044,P00067,P00008,P00090,P00099,P00006,P00023,P00138,P00145,7.0,0.0
502,P00033,P00103,P00049,P00029,P00019,P00069,P00076,P00012,P00046,P00087,P00013,P00088,3.0,0.0
503,P00120,P00009,P00086,P00145,P00074,P00124,P00062,P00015,P00070,P00083,P00037,P00111,0.0,2.0
504,P00128,P00007,P00130,P00109,P00087,P00040,P00114,P00086,P00022,P00006,P00048,P00080,0.0,0.0
505,P00141,P00110,P00051,P00092,P00003,P00135,P00122,P00148,P00064,P00043,P00007,P00052,0.0,0.0
506,P00141,P00110,P00002,P00053,P00097,P00045,P00138,P00140,P00126,P00080,P00088,P00029,0.0,1.0
507,P00057,P00014,P00095,P00041,P00134,P00114,P00061,P00018,P00085,P00110,P00063,P00019,7.0,0.0
508,P00011,P00101,P00005,P00072,P00126,P00050,P00056,P00033,P00144,P00098,P00040,P00136,0.0,3.0
509,P00083,P00039,P00050,P00054,P00022,P00073,P00008,P00128,P00030,P00006,P00046,P00124,1.0,0.0
510,P00055,P00067,P00098,P00044,P00010,P00037,P00017,P00014,P00059,P00041,P00028,P00115,0.0,2.0
511,P00001,P00142,P00022,P00148,P00117,P00014,P00146,P00076,P00010,P00051,P00056,P00112,2.0,0.0
512,P00058,P00101,P00050,P00053,P00093,P00091,P00106,P00007,P00002,P00086,P00025,P00021,1.0,0.0
513,P00010,P00030,P00046,P00125,P00117,P00062,P00028,P00124,P00059,P00089,P00133,P00090,0.0,3.0
514,P00095,P00041,P00074,P00070,P00045,P00033,P00044,P00061,P00036,P00047,P00009,P00087,5.0,0.0
515,P00100,P00024,P00041,P00016,P00028,P00003,P00065,P00039,P00112,P00046,P00146,P00021,2.0,0.0
516,P00087,P00020,P00147,P00115,P00046,P00099,P00011,P00118,P00089,P00095,P00117,P00108,0.0,0.0
517,P00089,P00139,P00145,P00097,P00105,P00058,P00130,P00084,P00042,P00036,P00017,P00079,0.0,4.0
518,P00145,P00024,P00005,P00015,P00026,P00031,P00008,P00094,P00043,P00147,P00103,P00022,1.0,0.0
519,P00015,P00141,P00054,P00063,P00039,P00107,P00122,P00090,P00144,P00031,P00116,P00018,1.0,0.0
520,P00112,P00109,P00147,P00117,P00126,P00095,P00052,P00006,P00005,P00042,P00064,P00034,0.0,1.0
521,P00029,P00034,P00076,P00049,P00068,P00021,P00091,P00055,P00115,P00045,P00127,P00052,2.0,0.0
522,P00083,P00071,P00030,P00099,P00102,P00142,P00147,P00045,P00002,P00038,P00007,P00020,0.0,3.0
523,P00070,P00060,P00094,P00016,P00068,P00119,P00058,P00113,P00083,P00081,P00142,P00084,0.0,3.0
524,P00083,P00054,P00114,P00107,P00119,P00121,P00136,P00005,P00132,P00003,P00139,P00053,2.0,0.0
525,P00134,P00095,P00014,P00103,P00135,P00044,P00011,P00074,P00007,P00067,P00108,P00111,2.0,0.0
526,P00023,P00100,P00039,P00106,P00104,P00034,P00115,P00073,P00050,P00071,P00122,P00001,0.0,3.0
527,P00048,P00070,P00146,P00013,P00015,P00041,P00095,P00132,P00136,P00104,P00147,P00077,4.0,0.0
528,P00095,P00034,P00147,P00123,P00072,P00109,P00062,P00003,P00025,P00007,P00150,P00046,1.0,0.0
529,P00082,P00047,P00100,P00062,P00065,P00143,P00098,P00144,P00105,P00027,P00106,P00141,2.0,0.0
530,P00020,P00145,P00078,P00058,P00106,P00095,P00069,P00046,P00138,P00102,P00141,P00042,3.0,0.0
531,P00068,P00104,P00007,P00105,P00076,P00079,P00080,P00112,P00077,P00081,P00084,P00111,0.0,2.0
532,P00073,P00147,P00069,P00138,P00145,P00095,P00024,P00097,P00141,P00117,P00037,P00142,1.0,0.0
533,P00085,P00063,P00136,P00096,P00014,P00067,P00114,P00143,P00005,P00088,P00017,P00022,0.0,3.0
534,P00111,P00045,P00110,P00136,P00144,P00100,P00149,P00127,P00117,P00090,P00042,P00003,4.0,0.0
535,P00112,P00071,P00101,P00044,P00064,P00074,P00130,P00120,P00149,P00023,P00140,P00100,0.0,0.0
536,P00082,P00135,P00108,P00042,P00099,P00021,P00063,P00052,P00125,P00136,P00030,P00138,2.0,0.0
537,P00134,P00103,P00006,P00040,P00036,P00124,P00143,P00016,P00081,P00060,P00128,P00121,3.0,0.0
538,P00136,P00027,P00089,P00108,P00140,P00145,P00119,P00112,P00019,P00128,P00077,P00056,2.0,0.0
539,P00011,P00046,P00071,P00001,P00091,P00042,P00100,P00136,P00093,P00068,P00135,P00090,0.0,1.0
540,P00099,P00129,P00137,P00040,P00012,P00019,P00115,P00138,P00067,P00022,P00052,P00015,3.0,0.0
541,P00113,P00021,P00128,P00121,P00117,P00006,P00001,P00028,P00085,P00015,P00050,P00093,0.0,3.0
542,P00087,P00040,P00030,P00063,P00111,P00078,P00037,P00036,P00045,P00046,P00145,P00016,2.0,0.0
543,P00089,P00021,P00066,P00071,P00101,P00001,P00053,P00119,P00117,P00143,P00002,P00079,0.0,0.0
544,P00125,P00076,P00077,P00049,P00063,P00143,P00008,P00093,P00038,P00149,P00051,P00081,0.0,0.0
545,P00139,P00140,P00111,P00105,P00084,P00104,P00006,P00058,P00119,P00134,P00079,P00032,0.0,2.0
546,P00063,P00107,P00139,P00120,P00067,P00005,P00009,P00061,P00075,P00007,P00031,P00022,0.0,3.0
547,P00005,P00100,P00092,P00083,P00127,P00057,P00086,P00056,P00062,P00070,P00031,P00039,0.0,2.0
548,P00094,P00115,P00079,P00144,P00039,P00137,P00024,P00103,P00040,P00071,P00119,P00143,0.0,1.0
549,P00105,P00042,P00133,P00004,P00146,P00125,P00074,P00050,P00023,P00118,P00069,P00107,0.0,2.0
550,P00038,P00039,P00025,P00116,P00016,P00034,P00050,P00141,P00045,P00106,P00043,P00008,0.0,3.0
551,P00134,P00001,P00075,P00074,P00012,P00029,P00016,P00081,P00107,P00149,P00024,P00137,2.0,0.0
552,P00095,P00091,P00039,P00033,P00148,P00143,P00132,P00125,P00098,P00112,P00001,P00131,2.0,0.0
553,P00020,P00079,P00034,P00084,P00131,P00061,P00077,P00064,P00089,P00071,P00059,P00040,0.0,0.0
554,P00050,P00034,P00101,P00025,P00022,P00102,P00131,P00141,P00092,P00069,P00058,P00087,0.0,7.0
555,P00091,P00125,P00022,P00023,P00081,P00084,P00092,P00073,P00105,P00038,P00052,P00011,0.0,2.0
556,P00148,P00147,P00086,P00074,P00080,P00081,P00053,P00137,P00001,P00090,P00110,P00085,3.0,0.0
557,P00017,P00110,P00067,P00045,P00001,P00056,P00141,P00011,P00137,P00032,P00036,P00104,2.0,0.0
558,P00049,P00043,P00091,P00075,P00050,P00019,P00111,P00006,P00132,P00081,P00143,P00079,0.0,0.0
559,P00072,P00003,P00081,P00011,P00090,P00031,P00133,P00028,P00006,P00146,P00034,P00068,1.0,0.0
560,P00021,P00137,P00102,P00054,P00127,P00128,P00144,P00085,P00086,P00097,P00135,P00062,0.0,1.0
561,P00053,P00145,P00137,P00024,P00021,P00144,P00105,P00005,P00001,P00126,P00129,P00030,0.0,1.0
562,P00050,P00115,P00034,P00015,P00097,P00083,P00099,P00064,P00043,P00121,P00051,P00123,0.0,4.0
563,P00025,P00035,P00039,P00149,P00140,P00131,P00142,P00081,P00014,P00086,P00126,P00066,0.0,0.0
564,P00004,P00143,P00041,P00072,P00092,P00138,P00001,P00082,P00025,P00015,P00067,P00101,3.0,0.0
565,P00073,P00123,P00065,P00146,P00078,P00055,P00024,P00007,P00114,P00021,P00115,P00016,5.0,0.0
566,P00075,P00124,P00036,P00137,P00063,P00057,P00105,P00046,P00041,P00020,P00129,P00058,0.0,3.0
567,P00125,P00112,P00076,P00012,P00077,P00090,P00027,P00019,P00030,P00007,P00118,P00013,0.0,5.0
568,P00012,P00040,P00136,P00037,P00146,P00055,P00081,P00112,P00101,P00052,P00088,P00120,0.0,0.0
569,P00085,P00086,P00044,P00040,P00089,P00024,P00051,P00071,P00033,P00069,P00123,P00012,0.0,1.0
570,P00133,P00093,P00042,P00100,P00129,P00066,P00059,P00136,P00012,P00141,P00117,P00026,5.0,0.0
571,P00047,P00031,P00072,P00112,P00089,P00001,P00082,P00141,P00140,P00090,P00026,P00114,2.0,0.0
572,P00142,P00010,P00105,P00059,P00092,P00047,P00027,P00107,P00061,P00117,P00133,P00033,3.0,0.0
573,P00115,P00024,P00110,P00036,P00071,P00061,P00138,P00134,P00109,P00017,P00122,P00105,0.0,0.0
574,P00129,P00085,P00060,P00138,P00086,P00059,P00098,P00039,P00007,P00099,P00066,P00008,0.0,1.0
575,P00053,P00052,P00043,P00042,P00129,P00125,P00072,P00098,P00014,P00009,P00138,P00057,0.0,1.0
576,P00137,P00015,P00045,P00024,P00040,P00150,P00072,P00132,P00146,P00143,P00092,P00118,1.0,0.0
577,P00150,P00014,P00009,P00027,P00002,P00088,P00109,P00022,P00051,P00089,P00062,P00104,6.0,0.0
578,P00091,P00131,P00048,P00103,P00034,P00007,P00035,P00095,P00079,P00017,P00121,P00041,0.0,4.0
579,P00014,P00004,P00090,P00052,P00148,P00015,P00146,P00087,P00053,P00140,P00109,P00042,0.0,3.0
580,P00110,P00135,P00091,P00010,P00031,P00033,P00145,P00122,P00088,P00084,P00072,P00146,0.0,4.0
581,P00148,P00036,P00146,P00039,P00087,P00005,P00054,P00139,P00088,P00071,P00129,P00002,0.0,1.0
582,P00036,P00033,P00150,P00016,P00012,P00133,P00127,P00013,P00120,P00140,P00060,P00122,0.0,0.0
583,P00002,P00067,P00050,P00103,P00115,P00031,P00029,P00106,P00030,P00070,P00128,P00003,1.0,0.0
584,P00003,P00034,P00142,P00043,P00010,P00069,P00045,P00101,P00052,P00105,P00091,P00007,0.0,3.0
585,P00051,P00117,P00140,P00150,P00009,P00088,P00130,P00045,P00115,P00121,P00113,P00071,3.0,0.0
586,P00045,P00072,P00134,P00105,P00023,P00055,P00097,P00126,P00060,P00024,P00132,P00077,3.0,0.0
587,P00098,P00064,P00104,P00138,P00075,P00015,P00109,P00132,P00076,P00063,P00090,P00049,0.0,0.0
588,P00014,P00143,P00120,P00060,P00025,P00095,P00019,P00131,P00072,P00070,P00112,P00075,0.0,2.0
589,P00011,P00084,P00024,P00113,P00001,P00005,P00132,P00102,P00122,P00012,P00131,P00033,3.0,0.0
590,P00025,P00078,P00057,P00141,P00013,P00124,P00036,P00145,P00064,P00024,P00150,P00087,0.0,3.0
591,P00135,P00120,P00057,P00090,P00027,P00125,P00035,P00015,P00055,P00016,P00118,P00011,0.0,1.0
592,P00133,P00064,P00104,P00146,P00059,P00003,P00067,P00002,P00036,P00116,P00053,P00134,0.0,4.0
593,P00088,P00137,P00096,P00047,P00011,P00026,P00066,P00043,P00008,P00095,P00146,P00128,0.0,1.0
594,P00015,P00139,P00047,P00082,P00022,P00046,P00081,P00006,P00070,P00027,P00083,P00024,0.0,4.0
595,P00035,P00121,P00055,P00071,P00098,P00104,P00050,P00130,P00075,P00099,P00077,P00131,0.0,1.0
596,P00062,P00028,P00017,P00066,P00089,P00112,P00076,P00041,P00026,P00061,P00099,P00144,0.0,0.0
597,P00008,P00130,P00021,P00096,P00114,P00026,P00056,P00030,P00090,P00139,P00042,P00065,0.0,1.0
598,P00131,P00145,P00118,P00086,P00030,P00109,P00138,P00062,P00103,P00073,P00019,P00021,0.0,1.0
599,P00088,P00081,P00035,P00096,P00007,P00052,P00044,P00113,P00127,P00114,P00005,P00058,0.0,0.0
600,P00122,P00047,P00111,P00070,P00055,P00147,P00084,P00024,P00005,P00009,P00011,P00099,0.0,1.0
601,P00098,P00090,P00135,P00095,P00047,P00002,P00075,P00147,P00109,P00020,P00062,P00055,1.0,0.0
602,P00036,P00098,P00128,P00121,P00029,P00022,P00015,P00026,P00112,P00043,P00142,P00059,1.0,0.0
603,P00033,P00014,P00102,P00067,P00080,P00022,P00069,P00107,P00133,P00012,P00045,P00003,4.0,0.0
604,P00067,P00083,P00007,P00087,P00091,P00054,P00149,P00002,P00064,P00066,P00022,P00043,0.0,3.0
605,P00043,P00091,P00090,P00076,P00087,P00012,P00010,P00129,P00096,P00009,P00101,P00119,0.0,3.0
606,P00095,P00107,P00147,P00044,P00009,P00072,P00089,P00046,P00057,P00097,P00100,P00054,5.0,0.0
607,P00012,P00076,P00130,P00127,P00106,P00052,P00065,P00124,P00031,P00068,P00091,P00131,0.0,6.0
608,P00060,P00062,P00147,P00145,P00058,P00131,P00055,P00016,P00120,P00008,P00137,P00040,2.0,0.0
609,P00046,P00106,P00044,P00090,P00064,P00127,P00088,P00146,P00120,P00049,P00047,P00042,0.0,7.0
610,P00009,P00033,P00080,P00121,P00048,P00118,P00095,P00051,P00025,P00150,P00120,P00041,0.0,0.0
611,P00075,P00035,P00115,P00114,P00055,P00052,P00046,P00112,P00031,P00135,P00093,P00150,1.0,0.0
612,P00077,P00062,P00022,P00005,P00049,P00056,P00100,P00067,P00106,P00070,P00039,P00060,1.0,0.0
613,P00102,P00042,P00117,P00083,P00093,P00097,P00046,P00091,P00124,P00020,P00075,P00081,0.0,2.0
614,P00129,P00089,P00065,P00029,P00141,P00093,P00130,P00011,P00015,P00062,P00101,P00136,5.0,0.0
615,P00063,P00031,P00092,P00054,P00012,P00102,P00067,P00071,P00068,P00083,P00070,P00066,0.0,2.0
616,P00028,P00014,P00109,P00099,P00117,P00093,P00008,P00147,P00131,P00150,P00013,P00067,0.0,1.0
617,P00073,P00123,P00059,P00079,P00119,P00032,P00122,P00010,P00017,P00069,P00105,P00005,4.0,0.0
618,P00013,P00114,P00135,P00093,P00082,P00100,P00074,P00049,P00004,P00109,P00095,P00148,0.0,0.0
619,P00149,P00066,P00032,P00101,P00088,P00033,P00015,P00071,P00095,P00142,P00035,P00010,0.0,1.0
620,P00085,P00009,P00003,P00087,P00066,P00103,P00041,P00102,P00141,P00017,P00030,P00112,1.0,0.0
621,P00049,P00054,P00112,P00076,P00116,P00107,P00098,P00091,P00026,P00080,P00071,P00133,0.0,1.0
622,P00101,P00004,P00077,P00063,P00065,P00094,P00103,P00080,P00079,P00055,P00134,P00135,0.0,3.0
623,P00036,P00055,P00017,P00033,P00087,P00064,P00140,P00118,P00073,P00028,P00043,P00040,0.0,2.0
624,P00047,P00117,P00140,P00148,P00091,P00015,P00138,P00027,P00042,P00031,P00101,P00043,0.0,1.0
625,P00006,P00030,P00069,P00132,P00110,P00086,P00065,P00099,P00076,P00046,P00114,P00047,0.0,7.0
626,P00057,P00120,P00146,P00043,P00011,P00137,P00148,P00102,P00104,P00127,P00007,P00086,2.0,0.0
627,P00138,P00060,P00002,P00127,P00028,P00014,P00130,P00102,P00132,P00121,P00147,P00142,1.0,0.0
628,P00091,P00110,P00083,P00086,P00003,P00020,P00098,P00024,P00130,P00141,P00049,P00095,0.0,6.0
629,P00040,P00125,P00087,P00104,P00114,P00038,P00075,P00027,P00127,P00118,P00037,P00146,0.0,3.0
630,P00122,P00081,P00099,P00146,P00012,P00088,P00044,P00005,P00077,P00097,P00030,P00087,1.0,0.0
631,P00021,P00137,P00048,P00044,P00117,P00099,P00082,P00060,P00053,P00119,P00003,P00115,1.0,0.0
632,P00071,P00002,P00096,P00142,P00010,P00112,P00081,P00098,P00099,P00091,P00080,P00084,0.0,4.0
633,P00132,P00009,P00122,P00142,P00124,P00014,P00061,P00080,P00104,P00001,P00045,P00129,0.0,3.0
634,P00125,P00150,P00066,P00065,P00080,P00014,P00010,P00030,P00035,P00137,P00138,P00145,5.0,0.0
635,P00060,P00150,P00079,P00090,P00126,P00004,P00029,P00059,P00017,P00095,P00089,P00099,0.0,2.0
636,P00150,P00011,P00133,P00056,P00070,P00093,P00004,P00128,P00122,P00073,P00100,P00007,1.0,0.0
637,P00114,P00145,P00117,P00148,P00131,P00133,P00102,P00124,P00015,P00099,P00085,P00047,0.0,1.0
638,P00034,P00138,P00010,P00078,P00131,P00033,P00088,P00103,P00116,P00115,P00093,P00040,0.0,1.0
639,P00028,P00110,P00146,P00126,P00115,P00081,P00040,P00061,P00014,P00138,P00143,P00025,2.0,0.0
640,P00105,P00070,P00112,P00029,P00002,P00134,P00026,P00114,P00057,P00096,P00063,P00106,4.0,0.0
641,P00098,P00028,P00068,P00095,P00085,P00147,P00050,P00046,P00043,P00031,P00078,P00116,2.0,0.0
642,P00133,P00139,P00107,P00006,P00132,P00108,P00101,P00038,P00092,P00145,P00113,P00077,0.0,2.0
643,P00095,P00004,P00010,P00039,P00009,P00126,P00029,P00141,P00024,P00072,P00040,P00148,0.0,4.0
644,P00077,P00099,P00122,P00051,P00136,P00086,P00053,P00004,P00006,P00041,P00084,P00071,0.0,4.0
645,P00004,P00052,P00033,P00060,P00091,P00020,P00088,P00137,P00072,P00124,P00066,P00054,0.0,1.0
646,P00034,P00059,P00001,P00115,P00129,P00108,P00134,P00093,P00055,P00131,P00064,P00132,0.0,1.0
647,P00073,P00003,P00004,P00005,P00046,P00069,P00091,P00103,P00121,P00101,P00106,P00019,4.0,0.0
648,P00014,P00062,P00125,P00146,P00072,P00005,P00022,P00031,P00055,P00042,P00077,P00049,0.0,1.0
649,P00116,P00105,P00005,P00026,P00007,P00089,P00097,P00123,P00076,P00066,P00042,P00015,0.0,0.0
650,P00044,P00124,P00058,P00067,P00025,P00106,P00072,P00097,P00037,P00009,P00104,P00140,0.0,1.0
651,P00075,P00003,P00124,P00135,P00043,P00039,P00016,P00111,P00048,P00070,P00130,P00023,0.0,0.0
652,P00098,P00113,P00080,P00020,P00043,P00018,P00007,P00076,P00088,P00100,P00085,P00127,2.0,0.0
653,P00047,P00092,P00065,P00087,P00044,P00086,P00005,P00063,P00062,P00023,P00051,P00048,3.0,0.0
654,P00097,P00110,P00045,P00119,P00010,P00098,P00033,P00142,P00034,P00066,P00040,P00146,0.0,3.0
655,P00047,P00081,P00125,P00008,P00133,P00068,P00052,P00027,P00018,P00039,P00058,P00006,0.0,0.0
656,P00054,P00109,P00031,P00060,P00039,P00045,P00057,P00122,P00121,P00068,P00023,P00028,4.0,0.0
657,P00138,P00111,P00027,P00098,P00132,P00106,P00038,P00022,P00024,P00047,P00058,P00028,0.0,4.0
658,P00070,P00140,P00071,P00117,P00104,P00132,P00054,P00004,P00012,P00028,P00150,P00027,1.0,0.0
659,P00092,P00048,P00104,P00006,P00030,P00115,P00130,P00043,P00056,P00040,P00133,P00038,0.0,1.0
660,P00006,P00078,P00018,P00008,P00096,P00069,P00028,P00065,P00125,P00112,P00071,P00017,0.0,1.0
661,P00113,P00077,P00015,P00073,P00033,P00089,P00047,P00131,P00049,P00119,P00057,P00067,1.0,0.0
662,P00065,P00073,P00050,P00044,P00037,P00135,P00035,P00018,P00099,P00090,P00017,P00133,4.0,0.0
663,P00047,P00071,P00050,P00065,P00039,P00117,P00126,P00078,P00024,P00045,P00042,P00035,0.0,3.0
664,P00012,P00076,P00088,P00083,P00066,P00024,P00010,P00133,P00055,P00085,P00094,P00073,3.0,0.0
665,P00073,P00115,P00046,P00070,P00052,P00104,P00023,P00035,P00147,P00017,P00060,P00064,0.0,0.0
666,P00116,P00062,P00104,P00029,P00075,P00071,P00133,P00123,P00114,P00141,P00139,P00108,1.0,0.0
667,P00135,P00052,P00139,P00082,P00006,P00012,P00014,P00049,P00145,P00141,P00100,P00013,0.0,2.0
668,P00105,P00139,P00145,P00116,P00144,P00013,P00075,P00032,P00087,P00126,P00080,P00133,0.0,3.0
669,P00032,P00137,P00088,P00031,P00028,P00017,P00141,P00103,P00029,P00118,P00063,P00065,0.0,1.0
670,P00032,P00102,P00071,P00031,P00115,P00027,P00067,P00046,P00037,P00138,P00079,P00038,3.0,0.0
671,P00051,P00126,P00099,P00002,P00089,P00055,P00069,P00085,P00011,P00148,P00043,P00077,2.0,0.0
672,P00132,P00058,P00045,P00025,P00014,P00120,P00051,P00139,P00090,P00122,P00026,P00006,4.0,0.0
673,P00105,P00002,P00006,P00095,P00008,P00016,P00017,P00118,P00125,P00058,P00007,P00076,0.0,0.0
674,P00060,P00088,P00019,P00138,P00147,P00024,P00135,P00084,P00094,P00055,P00101,P00025,2.0,0.0
675,P00149,P00048,P00038,P00016,P00074,P00131,P00069,P00117,P00102,P00123,P00009,P00030,0.0,1.0
676,P00063,P00138,P00150,P00111,P00147,P00136,P00104,P00031,P00055,P00069,P00029,P00074,0.0,1.0
677,P00089,P00106,P00079,P00017,P00100,P00041,P00135,P00013,P00110,P00142,P00107,P00126,1.0,0.0
678,P00019,P00086,P00117,P00064,P00017,P00054,P00036,P00139,P00106,P00088,P00124,P00061,0.0,1.0
679,P00039,P00050,P00097,P00143,P00004,P00108,P00086,P00144,P00106,P00090,P00066,P00014,0.0,1.0
680,P00066,P00035,P00117,P00060,P00044,P00037,P00014,P00003,P00026,P00091,P00079,P00018,4.0,0.0
681,P00051,P00071,P00101,P00129,P00092,P00037,P00061,P00083,P00040,P00003,P00077,P00054,4.0,0.0
682,P00104,P00131,P00144,P00066,P00083,P00053,P00146,P00105,P00062,P00099,P00114,P00138,0.0,2.0
683,P00139,P00065,P00125,P00077,P00060,P00005,P00022,P00024,P00035,P00059,P00004,P00133,0.0,0.0
684,P00079,P00012,P00005,P00115,P00064,P00056,P00113,P00061,P00125,P00101,P00094,P00040,2.0,0.0
685,P00136,P00132,P00095,P00004,P00007,P00149,P00028,P00037,P00033,P00101,P00021,P00118,0.0,2.0
686,P00044,P00137,P00070,P00017,P00113,P00006,P00069,P00005,P00029,P00123,P00117,P00009,1.0,0.0
687,P00009,P00082,P00025,P00103,P00006,P00075,P00045,P00049,P00138,P00021,P00132,P00002,0.0,1.0
688,P00141,P00017,P00107,P00105,P00033,P00018,P00144,P00014,P00099,P00103,P00008,P00041,0.0,2.0
689,P00036,P00022,P00038,P00031,P00093,P00123,P00049,P00094,P00099,P00025,P00098,P00132,2.0,0.0
690,P00065,P00134,P00087,P00094,P00063,P00147,P00101,P00085,P00023,P00004,P00107,P00046,6.0,0.0
691,P00060,P00043,P00017,P00061,P00107,P00113,P00077,P00141,P00084,P00143,P00078,P00134,0.0,4.0
692,P00105,P00031,P00008,P00027,P00080,P00106,P00055,P00032,P00047,P00051,P00146,P00116,0.0,0.0
693,P00118,P00051,P00139,P00091,P00048,P00110,P00036,P00140,P00074,P00098,P00057,P00017,0.0,4.0
694,P00084,P00100,P00112,P00073,P00108,P00148,P00036,P00042,P00080,P00071,P00077,P00030,1.0,0.0
695,P00095,P00083,P00042,P00033,P00070,P00037,P00019,P00099,P00087,P00030,P00125,P00035,5.0,0.0
696,P00035,P00023,P00059,P00055,P00142,P00075,P00096,P00060,P00047,P00138,P00067,P00136,2.0,0.0
697,P00123,P00035,P00005,P00022,P00024,P00142,P00104,P00118,P00134,P00087,P00120,P00094,2.0,0.0
698,P00147,P00066,P00072,P00005,P00144,P00085,P00058,P00132,P00131,P00077,P00043,P00106,2.0,0.0
699,P00004,P00142,P00013,P00082,P00145,P00047,P00061,P00146,P00102,P00130,P00002,P00005,0.0,3.0
700,P00063,P00009,P00007,P00106,P00122,P00090,P00130,P00082,P00052,P00133,P00150,P00064,0.0,1.0
701,P00008,P00032,P00138,P00140,P00007,P00003,P00084,P00062,P00089,P00061,P00083,P00020,0.0,3.0
702,P00113,P00054,P00037,P00093,P00032,P00127,P00048,P00069,P00099,P00145,P00074,P00096,0.0,2.0
703,P00095,P00018,P00052,P00143,P00145,P00017,P00062,P00146,P00123,P00119,P00080,P00042,0.0,4.0
704,P00014,P00001,P00043,P00126,P00022,P00017,P00148,P00067,P00134,P00100,P00002,P00108,0.0,4.0
705,P00142,P00010,P00118,P00112,P00075,P00005,P00053,P00146,P00038,P00013,P00110,P00051,1.0,0.0
706,P00011,P00080,P00043,P00135,P00089,P00025,P00016,P00001,P00008,P00131,P00009,P00130,0.0,1.0
707,P00025,P00032,P00142,P00008,P00014,P00129,P00037,P00104,P00044,P00122,P00069,P00095,2.0,0.0
708,P00140,P00020,P00045,P00023,P00036,P00109,P00032,P00013,P00082,P00150,P00029,P00037,3.0,0.0
709,P00141,P00093,P00145,P00051,P00072,P00014,P00004,P00057,P00058,P00032,P00041,P00132,1.0,0.0
710,P00102,P00145,P00078,P00093,P00034,P00099,P00049,P00032,P00127,P00130,P00101,P00012,1.0,0.0
711,P00017,P00042,P00102,P00073,P00001,P00113,P00147,P00128,P00041,P00036,P00018,P00096,3.0,0.0
712,P00121,P00108,P00047,P00049,P00061,P00010,P00014,P00073,P00150,P00084,P00145,P00069,0.0,4.0
713,P00115,P00044,P00050,P00104,P00103,P00075,P00052,P00057,P00119,P00108,P00138,P00007,0.0,1.0
714,P00044,P00056,P00041,P00048,P00131,P00051,P00145,P00065,P00149,P00038,P00102,P00100,2.0,0.0
715,P00019,P00129,P00091,P00118,P00141,P00047,P00008,P00046,P00087,P00098,P00116,P00123,1.0,0.0
716,P00014,P00051,P00012,P00133,P00008,P00019,P00041,P00087,P00048,P00053,P00088,P00038,0.0,3.0
717,P00086,P00046,P00016,P00045,P00116,P00005,P00007,P00003,P00073,P00014,P00044,P00149,0.0,2.0
718,P00134,P00107,P00040,P00050,P00114,P00004,P00129,P00035,P00138,P00090,P00143,P00130,1.0,0.0
